projectname,clientname,projectscope,yr_closed,newdistcode,cleanschool,newschoolid,CPI_estamount,CPI_contamount,CPI_changeamt,CPI_closedamount,calculated_cost,yr_op1,genenrollment,distkids,CPI_perstu,CPIdist_kid,ctwhite,ctblack,cthispanic,ctReduced_lunch,distctwhite,distctblack,distcthispanic,distctReduced_lunch,maybecanceled,edu_building,career_tech,community1,community2,gen_facilities,admin,new,modern,career_techspending,edu_buildingspending,community1spending,community2spending,gen_facilitiesspending,adminspending,career_techstudent,edu_buildingstudent,community1student,community2student,gen_facilitiesstudent,adminstudent
JEAN FARB MIDDLE SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 6-CLASSROOM BUILDINGS B-G, 1-ADMINISTRATION BUILDING A. (NEW UPS/WIRELESS LAN SYSTEM)",14,634320,JEAN FARB MIDDLE,63432005456,0,1246689,-37806.7,1208882,1208882,2011,592,130719,2042.031,9.247945,156,92,327,577,31270,14791,60052,86232,0,1,0,0,0,0,1,1,0,,2042.031,,,,2042.031,,2042.031,,,,2042.031
CHATSWORTH SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ACCESS RAMPS.,15,622710,CHATSWORTH SENIOR HIGH,62271002916,361467.7,682667.6,74550.39,757218.1,757218.1,2006,3271,703722,231.4944,1.076019,775,290,1511,1558,64272,82884,532152,558949,0,0,0,0,0,1,0,0,0,,,,,231.4944,,,,,,231.4944,
VARIOUSSAN DIEGO USD.,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO:THREE CR BLDGS (RELOCATABLE): 1@ MEMORIAL MS; 2@ O'FARRELL MS,5,634320,VARIOUSSAN DIEGO USD.,999999,71438.72,0,,0,71438.72,1998,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
VARIOUS SITES,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-SOLAR PANEL CANOPIES ON SOUTH REGION HS #4(PC# 04-111841), 1-SOLAR PANEL CANOPIES ON SOUTH REGION HS #2 (PC#04-111841)",13,622710,VARIOUS SITES,999999,0,3389665,,3389665,3389665,2012,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
SOLANO AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ADDITION TO LUNCH SHELTER EXPANSION,5,622710,SOLANO AVENUE ELEMENTARY,62271003360,110028.4,0,,0,110028.4,2001,244,735058,450.9361,0.1496867,7,7,75,245,71178,92096,510367,530100,0,0,0,0,0,1,0,0,0,,,,,450.9361,,,,,,450.9361,
CABRILLO ELEMENTARY SCHOOL MODERNIZATION,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-ALTERATIONS TO: BLDGS 03-03, 05-05 AND 06-06 (NEW BOILER & IMPROVEMENTS FOR ADA COMPLIANCE)      ",1,634320,CABRILLO ELEMENTARY,63432005427,76989.02,76989.02,,0,76989.02,2000,296,141804,260.0981,0.5429256,145,15,142,167,38723,23300,52361,88089,0,0,0,0,0,1,0,1,0,,,,,260.0981,,,,,,260.0981,
VENICE SENIOR HIGH,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 3-PHOTOVOLTAIC CANOPIES (PC-01-112175),13,622710,VENICE SENIOR HIGH,62271003429,0,1024258,,0,1024258,2011,2289,659132,447.4696,1.55395,310,248,1774,1494,58880,65424,484516,411617,0,0,0,0,0,1,0,0,0,,,,,447.4696,,,,,,447.4696,
SCRIPPS RANCH HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SCOREBOARD,10,634320,SCRIPPS RANCH HIGH,63432002688,16458.54,11435.93,,0,11435.93,2009,2390,131063,4.784906,0.0872552,1106,153,424,523,33253,17408,58669,83572,0,1,0,0,1,0,0,0,0,,4.784906,,4.784906,,,,4.784906,,4.784906,,
STEVENSON MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-C.R./ PHYSICAL EDUCATION BLDG. (HVAC),12,622710,STEVENSON MIDDLE,62271003372,243851,219691.6,18592.12,0,238283.8,2007,2468,685249,96.54933,0.3477331,3,5,2588,2358,61671,77938,514197,518046,0,1,0,0,0,1,0,0,0,,96.54933,,,96.54933,,,96.54933,,,96.54933,
HARRIET TUBMAN VILLAGE CHARTER SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-STAIR (PC#04-112033), 1-TOILET BUILDING (RELOCATABLE, PC# 04-112137), 3-CLASSROOM BUILDINGS (RELOCATABLE, PC# 04-1122072)",14,634320,HARRIET TUBMAN VILLAGE CHARTER,63432003943,0,669182.9,33183.34,702366.2,702366.2,2012,315,129995,2229.734,5.403025,26,103,140,101,30309,14050,60329,27623,0,1,0,0,0,1,0,0,0,,2229.734,,,2229.734,,,2229.734,,,2229.734,
VALLEY REGION ELEMENTARY SCHOOL #12,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-MARQUEE SIGN,13,622710,VALLEY REGION ELEMENTARY,69102008738,0,99698.42,0.3206236,99698.74,99698.74,2011,0,1529,,65.20519,0,0,0,0,347,110,1160,1080,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
BALBOA GIFTED MAGNET,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-ENTIRE CAMPUS (ACS-BARIER REMOVAL, ETC.)",15,622710,BALBOA GIFTED MAGNET,62271002833,0,185762.9,980073.6,1165836,1165836,2005,659,727319,1769.099,1.602923,263,23,131,159,66438,86362,539906,556015,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
MORSE HIGH SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 6-SOLAR PHOTOVOLTAIC CARPORT CANOPIES (PC 04-110355 4-38X92.7; 2-22X46.3),14,634320,MORSE HIGH,63432005526,0,804926.9,100407.8,905334.7,905334.7,2011,2049,130719,441.8422,6.925808,73,416,587,1571,31270,14791,60052,86232,0,1,0,0,0,1,0,0,0,,441.8422,,,441.8422,,,441.8422,,,441.8422,
EL CAMINO REAL HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO ENTIRE SCHOOL (FIRE ALARM SYSTEM),6,622710,EL CAMINO REAL HIGH,62271002977,159340,130369.1,179776.3,0,310145.3,1998,3529,695885,87.88476,0.4456847,,317,951,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,87.88476,,,87.88476,,,87.88476,,,87.88476,
MARKHAM MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,RECONSTRUCTION OF 1-C.R. BLDG,7,622710,MARKHAM MIDDLE,62271003168,293525.7,447481.3,39378.13,0,486859.4,2001,2058,735058,236.5692,0.6623415,4,745,1107,1449,71178,92096,510367,530100,0,1,0,0,0,0,0,0,0,,236.5692,,,,,,236.5692,,,,
WILTON PLACE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO CHILD CARE CENTER,7,622710,WILTON PLACE ELEMENTARY,62271003467,653860.9,653860.9,86199.44,0,740060.3,1997,1313,680430,563.6407,1.087636,,60,673,,0,93310,453938,0,0,1,1,0,0,0,0,0,0,563.6407,563.6407,,,,,563.6407,563.6407,,,,
VERDUGO HILLS SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (F.A. SYTEM & S & T UPGRADE),0,622710,VERDUGO HILLS SENIOR HIGH,62271003430,5550871,1855522,462863.6,0,2318386,2005,2383,727319,972.8853,3.187577,726,85,1324,1578,66438,86362,539906,556015,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LINDBERGH SCHWEITZER ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-PAVING REPAIRS; PARKING MODIFICATIONS,4,634320,LINDBERGH SCHWEITZER ELEMENTARY,63432005546,1403613,801858.9,313000.7,0,1114860,2001,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
VERDUGO HILLS SENIOR HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-2 ACCESSIBLE PLATFORMS [@ GRANDSTANDS]; ACCESSIBLE RAMPS; RELOC. TOILET BLDG., ALTERATIONS TO 1-LOCKER BUILDING",15,622710,VERDUGO HILLS SENIOR HIGH,62271003430,955642.2,1024250,1076764,2101014,2101014,2008,2254,684143,932.1268,3.071016,754,84,1224,1380,59978,74519,504866,469364,0,0,0,0,1,1,0,0,0,,,,932.1268,932.1268,,,,,932.1268,932.1268,
ROWELL ELEMENTARY (FRESNO USD),FRESNO UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ADMINISTRATION BUILDING / CLASSROOM BUILDING,12,614550,ROWELL ELEMENTARY,61455001763,2217248,2533206,-4558.662,0,2528647,2009,783,75396,3229.434,33.53821,10,20,705,751,10639,8212,46036,60684,0,1,0,0,0,0,1,0,0,,3229.434,,,,3229.434,,3229.434,,,,3229.434
TUBMAN VILLAGE ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-LIBRARY & INSTRUCTIONAL SUPPORT, PRE ENGINEERED LUNCH COURT SHELTER",8,634320,TUBMAN VILLAGE ELEMENTARY,63432003943,753877.4,1397204,4707.711,0,1401912,2001,288,141599,4867.749,9.900576,117,69,102,159,38291,22906,54613,65684,0,1,0,1,1,1,0,0,0,,4867.749,4867.749,4867.749,4867.749,,,4867.749,4867.749,4867.749,4867.749,
HARRIET TUBMAN VILLAGE  ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-CERTIFICATION OF: PORTABLE CRS B, B T (BATHROOM) B7,B8,B9,B10,B11,B12,B13,B14,B15",7,634320,HARRIET TUBMAN VILLAGE ELEMENTARY,63432003943,331107.7,721814.8,-70647.15,0,651167.6,2001,288,141599,2260.999,4.598674,117,69,102,159,38291,22906,54613,65684,0,1,0,0,0,1,0,0,0,,2260.999,,,2260.999,,,2260.999,,,2260.999,
OLIVE VISTA MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-ELEVATOR TOWER; BRIDGE, ALTERATIONS TO 1-2 C.R. BLDG/S (D&E)",15,622710,OLIVE VISTA MIDDLE,62271003236,2043537,2058202,478022.8,2536225,2536225,2004,1882,741367,1347.622,3.421011,69,54,1896,1698,68132,88271,541514,558973,0,1,0,0,0,1,0,0,0,,1347.622,,,1347.622,,,1347.622,,,1347.622,
WESTERN AVENUE CHARTER SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-LUNCH SHELTER (PC-03-102468),6,622710,WESTERN AVENUE CHARTER,62271003456,114985.6,222305.6,7507.285,0,229812.9,2003,930,747009,247.1106,0.307644,3,344,592,900,70031,90541,537136,555117,0,0,0,0,0,1,0,0,0,,,,,247.1106,,,,,,247.1106,
BAY PARK ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,RELOCATION OF 1-1-CR BLDG. (A# 55940),10,634320,BAY PARK ELEMENTARY,63432005416,34928.74,34928.74,,0,34928.74,2006,450,130627,77.61943,0.267393,285,26,81,188,33891,18387,57587,78732,0,1,0,0,0,0,0,0,0,,77.61943,,,,,,77.61943,,,,
MARQUEZ CHARTER SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),13,622710,MARQUEZ CHARTER,62271003170,0,1422669,-78921.76,0,1343747,2005,651,727319,2064.127,1.847534,505,30,75,60,66438,86362,539906,556015,0,0,1,0,0,1,0,0,0,2064.127,,,,2064.127,,2064.127,,,,2064.127,
ANGELES MESA ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-C.R. ANNEX BUILDING #3 (A# 29090 AND 29671).,13,622710,ANGELES MESA ELEMENTARY,62271002816,0,370902.6,,0,370902.6,2007,486,685249,763.174,0.5412669,0,303,221,473,61671,77938,514197,518046,0,1,0,0,0,0,0,0,0,,763.174,,,,,,763.174,,,,
MARIEMONT ELEMENTARY (SAN JUAN U.S.D.),SAN JUAN UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-2 - SHADE STRUCTURE/S,9,634620,MARIEMONT ELEMENTARY,63462005795,27617.34,37972.74,,0,37972.74,2008,515,46919,73.73348,0.8093255,407,9,38,32,31450,3476,7730,16003,0,0,0,0,0,1,0,0,0,,,,,73.73348,,,,,,73.73348,
VERMONT AVENUE ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO AUDITORIUM BLDG W/MODIFICATION TO A/C SYSTEM,9,622710,VERMONT AVENUE ELEMENTARY,62271003431,102066.9,226148.2,16677.6,0,242825.8,2001,1576,735058,154.0773,0.3303492,7,136,1474,1521,71178,92096,510367,530100,0,1,0,0,1,0,0,0,0,,154.0773,,154.0773,,,,154.0773,,154.0773,,
BETHUNE MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATION TO GYMNASIUM BLDG.(INSTALLATION OF AIR CONDITIONING),0,622710,BETHUNE MIDDLE,62271002856,150783.6,106555.6,,0,106555.6,2000,2347,721346,45.40076,0.1477177,3,567,1738,1853,72404,93532,496505,520214,0,0,0,0,1,0,0,0,0,,,,45.40076,,,,,,45.40076,,
SEQUOIA ELEMENTARY SCHOOL-OAKLAND U.S.D.,OAKLAND UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATABLE CLASSROOM BLDG,9,628050,SEQUOIA ELEMENTARY,62805004314,37602.95,16104.81,,0,16104.81,2008,348,46516,46.27818,0.3462208,33,140,48,170,2875,16818,16986,31639,0,1,0,0,0,0,0,0,0,,46.27818,,,,,,46.27818,,,,
FOSTER ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 2-CLASSROOM BUILDINGS B 20 & B21 (RELOCATABLE) / HVAC UPGRADE,16,634320,FOSTER ELEMENTARY,63432005462,0,24116.87,,24116.87,24116.87,2015,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,
SUTTER MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-OUTDOOR AMPHITHEATER.,10,622710,SUTTER MIDDLE,62271003382,249427.6,376009.8,88422.13,0,464432,2007,1610,685249,288.4671,0.6777565,109,68,1324,1260,61671,77938,514197,518046,0,0,0,0,1,1,0,0,0,,,,288.4671,288.4671,,,,,288.4671,288.4671,
NEW SHERMAN ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-1-ADMIN/K.G. BLDG (A), 1-CR/SPECIAL ED/K.G. BLDG (B), 1- M.P. BLDG (C)1-CR/LIBRARY BLDG(D), 2-CR BLDGS (E & F)",12,634320,NEW SHERMAN ELEMENTARY,63432005551,2.18E+07,2.59E+07,1367021,0,2.73E+07,2005,510,132482,53455.45,205.781,20,35,555,425,34789,19116,57416,72029,0,1,0,1,1,0,1,0,0,,53455.45,53455.45,53455.45,,53455.45,,53455.45,53455.45,53455.45,,53455.45
CHARNOCK ROAD ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO BUILDINGS (INSTALLATION OF FIRE ALARM SYSTEM),5,622710,CHARNOCK ROAD ELEMENTARY,62271002913,101523.3,159536.7,31243.83,0,190780.5,1998,554,695885,344.3691,0.2741552,,113,268,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,344.3691,,,344.3691,,,344.3691,,,344.3691,
HOOVER HIGH SCHOOL,FRESNO UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTS. TO GYMNASIUM BLDG.,11,614550,HOOVER HIGH,61455001737,2018333,1658569,56618.39,0,1715187,1999,2374,78766,722.4882,21.77573,,236,650,,0,9098,36800,0,0,0,0,0,1,0,0,0,0,,,,722.4882,,,,,,722.4882,,
BANNING HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-AUTO SHOP BUILDING #3 (A03-111422), HVAC UPGRADES",14,622710,BANNING HIGH,62271002838,470346.6,396566.7,,0,396566.7,2012,2766,653337,143.3719,0.6069865,43,66,2852,0,59627,62467,483838,195472,0,0,1,0,0,1,0,0,0,143.3719,,,,143.3719,,143.3719,,,,143.3719,
EAST VALLEY HIGH SCHOOL (1B),LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 2-SHADE STRUCTURES,14,622710,EAST VALLEY HIGH,62271011651,493431.8,632087.3,,0,632087.3,2010,1100,667090,574.6248,0.9475292,68,46,1059,971,58984,68122,491937,510789,0,0,0,0,0,1,0,0,0,,,,,574.6248,,,,,,574.6248,
GOMPERS MIDDLE SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO SCHOOL (ACCESS COMPLIANCE MODIFICATIONS),6,622710,GOMPERS MIDDLE,62271003047,94271.66,164409.8,23830.47,0,188240.3,1998,1645,695885,114.4318,0.2705048,,661,846,,0,93867,466259,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
CATSKILL AVENUE ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTNS. TO 2 C.R. BLDGS. (RELOCATION); C.R. BLDG. (TOILET UPGRADE),4,622710,CATSKILL AVENUE ELEMENTARY,62271002906,41856.41,0,,0,41856.41,1999,859,710007,48.72691,0.0589521,,78,528,,0,94664,480655,0,0,1,0,0,0,1,0,0,0,,48.72691,,,48.72691,,,48.72691,,,48.72691,
CANFIELD AVENUE  ELEMENTARY SCH,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO 3 C.R. BLDGS. (HVAC),2,622710,CANFIELD AVENUE ELEMENTARY,62271002888,451488.8,192894.3,36753.27,0,229647.6,1998,322,695885,713.1913,0.330008,,187,75,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,713.1913,,,713.1913,,,713.1913,,,713.1913,
SELMA AVENUE  ELEMENTARY SCH,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTERATIONS TO 2 C.R. BLDGS. (HVAC),1,622710,SELMA AVENUE ELEMENTARY,62271003339,304570,69616,6677.422,0,76293.42,1998,719,695885,106.1105,0.1096351,,33,640,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,106.1105,,,106.1105,,,106.1105,,,106.1105,
MANUAL ARTS HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 2-CLASSROOM BUILDINGS - BUILDINGS E AND F,15,622710,MANUAL ARTS HIGH,62271003163,327165.6,257927.6,59301.8,317229.4,317229.4,2009,3499,667315,90.66286,0.4753818,3,626,2848,2625,59448,72377,501867,513043,0,1,0,0,0,0,0,0,0,,90.66286,,,,,,90.66286,,,,
BANDINI ST ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-ALTNS. TO BUILDINGS-INSTALLATION OF (NEW F/A SYSTEM),4,622710,BANDINI ST ELEMENTARY,62271011888,169133.1,0,,0,169133.1,1999,0,710007,,0.2382132,,0,0,,0,94664,480655,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,
EUCLID ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 33-ADDITION OF NEW UPS/WIRELESS LAN SYSTEM TO (E) BLDG.S A,B,C,D0-D23,K1/K2-K6,G",14,634320,EUCLID ELEMENTARY,63432005454,0,240231.1,-20749.38,219481.8,219481.8,2011,643,130719,341.3402,1.679035,3,56,496,651,31270,14791,60052,86232,0,1,0,0,0,0,0,1,0,,341.3402,,,,,,341.3402,,,,
MASON ELEMENTARY SCHOOL,SAN DIEGO UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-(1) ADMIN BLDG (#100); (1) MULTIPURPOSE BLDG (#200); (4) C.R. BLDGS (300,400,500,600) A#38263 ALL BLDGS",7,634320,MASON ELEMENTARY,63432005515,2012780,3251302,8668.522,0,3259970,2001,1038,141599,3140.626,23.02255,273,101,152,360,38291,22906,54613,65684,0,1,0,1,0,0,1,0,0,,3140.626,3140.626,,,3140.626,,3140.626,3140.626,,,3140.626
LIMERICK ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-ENTIRE CAMPUS (FIRE ALARM & SAFETY & TECHNOLOGY),11,622710,LIMERICK ELEMENTARY,62271003138,3937411,1688494,31511.75,0,1720006,2004,1060,741367,1622.647,2.320047,94,59,850,913,68132,88271,541514,558973,0,0,1,0,0,1,0,0,0,1622.647,,,,1622.647,,1622.647,,,,1622.647,
URBAN PROMISE ACADEMY MIDDLE SCHOOL-HEATING AND HALLWAY,OAKLAND UNIFIED SCHOOL DISTRICT,"ALTERATIONS TO 1-WHITTON BLDG:- (C.R., LIBRARY, ADMIN. BLDG)",12,628050,URBAN PROMISE ACADEMY MIDDLE,62805008680,702403.6,1293593,154346.2,0,1447939,2006,289,47013,5010.171,30.7987,1,20,196,196,2872,19193,16849,31267,0,1,0,1,0,0,1,0,0,,5010.171,5010.171,,,5010.171,,5010.171,5010.171,,,5010.171
DEL PASO MANOR  ELEMENTARY (SAN JUAN USD),SAN JUAN UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-5 CR BUILDINGS AND MP/ADMIN BUILDING (HVAC UPGRADE),6,634620,DEL PASO MANOR ELEMENTARY,63462005771,1085684,1279183,64215.38,0,1343398,2004,500,50089,2686.796,26.82022,302,58,71,149,35993,3837,6659,15051,0,1,0,0,0,1,1,0,0,,2686.796,,,2686.796,2686.796,,2686.796,,,2686.796,2686.796
MIDDLE COLLEGE HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-RELOCATABLE TOILET BLDG (PC-04-104800), SHADE STRUCTURE (PC-03-106747), 4 RAMPS (PC-04-104775), RELOCATION OF 1-4 RELOCATABLE CLSRM BLDGS FROM STOCKPILE A#02-106373)",16,622710,MIDDLE COLLEGE HIGH,62271010843,233655.9,1315062,,0,1315062,2005,316,727319,4161.587,1.808095,1,135,219,207,66438,86362,539906,556015,0,1,0,0,0,1,0,0,0,,4161.587,,,4161.587,,,4161.587,,,4161.587,
CARNEGIE MIDDLE (SAN JUAN UNIFIED SD),SAN JUAN UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-CAMPUS WIDE HYDRONIC PIPING UPGRADE,6,634620,CARNEGIE MIDDLE,63462005760,326160.3,414697.9,-11043.19,0,403654.8,2005,882,48325,457.6584,8.352918,698,31,86,124,34784,3806,7010,14510,0,0,0,0,0,1,0,0,0,,,,,457.6584,,,,,,457.6584,
VENICE HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-CHAIN-LINK FENCE, ALTERATIONS TO 1-POLICE STATION FIRE ALARM",14,622710,VENICE HIGH,62271003429,0,41370.89,,0,41370.89,2012,2074,653337,19.94739,0.0633224,304,197,1580,0,59627,62467,483838,195472,0,0,0,0,0,1,0,0,0,,,,,19.94739,,,,,,19.94739,
PRESCOTT ELEMENTARY SCHOOL,OAKLAND UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-ALTERATIONS TO: CLASSROOM AND ASSEMBLY BUILDINGS A,B,C,E, F AND PORTABLE BUILDINGS, G,H,I,J,K,L,M,N,O,P,Q, AND R.",2,628050,PRESCOTT ELEMENTARY,63795006396,1161939,0,107391.2,0,107391.2,1999,672,3115,159.8084,34.47551,,47,130,,0,287,788,0,0,1,0,0,0,1,0,0,0,,159.8084,,,159.8084,,,159.8084,,,159.8084,
WILL ROGERS MIDDLE SCHOOL (SAN JUAN UNIFIED SCHOOL DISTRICT),SAN JUAN UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-SHADE STRUCTURE,11,634620,WILL ROGERS MIDDLE,63462005814,32292.38,34391.39,,0,34391.39,2010,636,46851,54.07451,0.7340589,302,46,103,295,30638,3756,8308,17517,0,0,0,0,0,1,0,0,0,,,,,54.07451,,,,,,54.07451,
UNIVERSITY HIGH SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-NEW SCOREBOARD PC-04-111719, ALTERATIONS TO 1-RESURFACING (E) TRACK & FIELD AND P.O.T., 1-BID ALT. #1: RUNNING TRACK UPGRADE TO SYNTHETIC; ALT. #2: SEATING AND EMERGENCY LIGHTS FOR VISITORS",15,622710,UNIVERSITY HIGH,62271003413,0,5306830,315640.8,5622471,5622471,2013,1804,650620,3116.669,8.641712,181,393,1091,1344,59934,61377,482081,389786,0,1,0,0,1,1,0,1,0,,3116.669,,3116.669,3116.669,,,3116.669,,3116.669,3116.669,
MIRAMONTE ELEMENTARY,LOS ANGELES UNIFIED SCHOOL DISTRICT,ALTERATIONS TO 1-AUDITORIUM BUILDING (HVAC UPGRADE),15,622710,MIRAMONTE ELEMENTARY,62271003188,0,358239.8,79856.69,438096.5,438096.5,2012,916,653337,478.2713,0.6705521,1,16,1359,155,59627,62467,483838,195472,0,0,0,0,1,1,0,0,0,,,,478.2713,478.2713,,,,,478.2713,478.2713,
EUCLID AVENUE ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"RELOCATION OF 1-3 CLSRM BUILDINGS (STOCKPILE A-68794), ALTERATIONS TO 1-ALTERATION TO CLSRM BLDG (TOILET UPGRADE)",14,622710,EUCLID AVENUE ELEMENTARY,62271002993,72516.66,173713.7,12542.35,186256,186256,1998,1098,695885,169.6321,0.2676535,,5,1039,,0,93867,466259,0,0,1,0,0,0,1,0,0,0,,169.6321,,,169.6321,,,169.6321,,,169.6321,
ERWIN STREET ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,CONSTRUCTION OF 1-RELOCATION OF 2  PORTABLE CLSRM. BLDGS. ; UPGRADE  EXISTING F/A SYSTEM,5,622710,ERWIN STREET ELEMENTARY,62271002991,53398.64,0,,0,53398.64,2001,1085,735058,49.21533,0.0726455,273,86,673,914,71178,92096,510367,530100,0,1,0,0,0,1,0,0,0,,49.21533,,,49.21533,,,49.21533,,,49.21533,
DAHLIA HEIGHTS ELEMENTARY SCHOOL,LOS ANGELES UNIFIED SCHOOL DISTRICT,"CONSTRUCTION OF 1-RELOC. C.R. BLDG., ALTERATIONS TO 1-C.R. BLDG. ( TOILET UPGRADE FOR ACCESSIBILITY)",0,622710,DAHLIA HEIGHTS ELEMENTARY,62271002946,67597.42,10139.61,,0,10139.61,2007,336,685249,30.17742,0.014797,75,5,214,167,61671,77938,514197,518046,0,1,0,0,0,1,0,0,0,,30.17742,,,30.17742,,,30.17742,,,30.17742,
